response_id	grna_group
CDKN2B	sgRNA_22110048.22110235
CDKN2B	sgRNA_22111189.22111552
CDKN2B	sgRNA_22111884.22112211
CDKN2B	sgRNA_22114639.22115733
CDKN2B	sgRNA_22117396.22117775
CDKN2B	sgRNA_22117784.22118022
CDKN2B	sgRNA_22118100.22118351
CDKN2B	sgRNA_22118558.22118792
CDKN2B	sgRNA_22119168.22119366
CDKN2B	sgRNA_22119639.22119853
CDKN2B	sgRNA_22120609.22120986
CDKN2B	sgRNA_22121333.22121499
CDKN2B	sgRNA_22124373.22124582
CDKN2B	sgRNA_22124598.22124976
CDKN2B	sgRNA_22125328.22125519
CDKN2B	sgRNA_22129183.22129538
CDKN2B	sgRNA_22136699.22137102
CDKN2B	sgRNA_22139099.22139306
CDKN2B	sgRNA_22141948.22142311
CDKN2B	sgRNA_22142693.22143075
CDKN2B	sgRNA_22144295.22144611
CDKN2B	sgRNA_22147840.22148133
CDKN2B	sgRNA_22148199.22148548
CDKN2B	sgRNA_22148828.22149225
CDKN2B	sgRNA_22152945.22153183
CDKN2B	sgRNA_22154472.22154754
CDKN2B	sgRNA_22154758.22154864
CDKN2B	sgRNA_22156679.22156971
CDKN2B	sgRNA_22157140.22157718
CDKN2B	sgRNA_22158341.22158535
CDKN2B	sgRNA_22158913.22159439
CDKN2B	sgRNA_22159596.22159962
CDKN2B	sgRNA_22165197.22165547
CDKN2B	sgRNA_22166049.22166427
CDKN2B	sgRNA_22167088.22167312
CDKN2B	sgRNA_22168991.22169151
CDKN2B	sgRNA_22169216.22169589
CDKN2B	sgRNA_22170179.22170509
CDKN2B	sgRNA_22171367.22171595
CDKN2B	sgRNA_22175988.22176348
CDKN2B	sgRNA_22176354.22176885
CDKN2B	sgRNA_22183781.22184020
CDKN2B	sgRNA_22186896.22187389
CDKN2B	sgRNA_22192993.22193454
CDKN2B	sgRNA_22197037.22197402
CDKN2B	sgRNA_22200329.22200669
CDKN2B	sgRNA_22201152.22201748
CDKN2B	sgRNA_22203607.22203994
CDKN2B	sgRNA_22204322.22204670
CDKN2B	sgRNA_22206899.22207239
CDKN2B	sgRNA_22208818.22209202
CDKN2B	sgRNA_22210299.22210642
CDKN2B	sgRNA_22210978.22211316
CDKN2B	sgRNA_22211647.22212006
CDKN2B	sgRNA_22212033.22212267
CDKN2B	sgRNA_22214099.22214353
CDKN2B	sgRNA_22214489.22215025
CDKN2B	sgRNA_22216796.22217209
CDKN2B	sgRNA_22228595.22228864
CDKN2B	sgRNA_22237537.22237902
CDKN2B	sgRNA_22237908.22238257
CDKN2B	sgRNA_22240607.22241123
CDKN2B	sgRNA_22244141.22244453
CDKN2B	sgRNA_22244669.22245061
CDKN2B	sgRNA_22256470.22256708
CDKN2B	sgRNA_22257028.22257383
CDKN2B	sgRNA_22257406.22257722
p14.dialup	sgRNA_21883622.21884011
p14.dialup	sgRNA_21889623.21890192
p14.dialup	sgRNA_21902048.21902508
p14.dialup	sgRNA_21903297.21903761
p14.dialup	sgRNA_21904489.21904691
p14.dialup	sgRNA_21904827.21905164
p14.dialup	sgRNA_21906895.21907254
p14.dialup	sgRNA_21919590.21919906
p14.dialup	sgRNA_21931517.21931760
p14.dialup	sgRNA_21933887.21934239
p14.dialup	sgRNA_21936083.21936630
p14.dialup	sgRNA_21949048.21949358
p14.dialup	sgRNA_21949747.21950002
p14.dialup	sgRNA_21950432.21950893
p14.dialup	sgRNA_21952893.21953162
p14.dialup	sgRNA_21955669.21956088
p14.dialup	sgRNA_21959853.21960015
p14.dialup	sgRNA_21961653.21961902
p14.dialup	sgRNA_21964186.21964500
p14.dialup	sgRNA_21964910.21965507
p14.dialup	sgRNA_21965574.21965827
p14.dialup	sgRNA_21967673.21968059
p14.dialup	sgRNA_21968332.21968667
p14.dialup	sgRNA_21970423.21970667
p14.dialup	sgRNA_21970669.21971071
p14.dialup	sgRNA_21971240.21971874
p14.dialup	sgRNA_21973546.21973929
p14.dialup	sgRNA_21974016.21974250
p14.dialup	sgRNA_21974382.21974628
p14.dialup	sgRNA_21974644.21975049
p14.dialup	sgRNA_21975050.21975381
p14.dialup	sgRNA_21975473.21975815
p14.dialup	sgRNA_21975838.21975990
p14.dialup	sgRNA_21976337.21976594
p14.dialup	sgRNA_21982447.21983001
p14.dialup	sgRNA_21983545.21983947
p14.dialup	sgRNA_21984590.21984842
p14.dialup	sgRNA_21986846.21987062
p14.dialup	sgRNA_21987490.21987738
p14.dialup	sgRNA_21988344.21989004
p14.dialup	sgRNA_21989448.21989770
p14.dialup	sgRNA_21989846.21990150
p14.dialup	sgRNA_21990239.21990463
p14.dialup	sgRNA_21991610.21991964
p14.dialup	sgRNA_21993497.21993792
p14.dialup	sgRNA_21993910.21994234
p14.dialup	sgRNA_21994286.21994909
p14.dialup	sgRNA_21994938.21995219
p14.dialup	sgRNA_21995566.21996214
p14.dialup	sgRNA_21996463.21997024
p14.dialup	sgRNA_21997856.21998917
p14.dialup	sgRNA_21999779.22000849
p14.dialup	sgRNA_22002098.22002371
p14.dialup	sgRNA_22003089.22003510
p14.dialup	sgRNA_22004994.22006412
p14.dialup	sgRNA_22007045.22007577
p14.dialup	sgRNA_22008685.22010033
p14.dialup	sgRNA_22010987.22011368
p14.dialup	sgRNA_22011678.22011875
p14.dialup	sgRNA_22012420.22012801
p14.dialup	sgRNA_22013364.22014150
p14.dialup	sgRNA_22017094.22017559
p14.dialup	sgRNA_22018778.22019211
p14.dialup	sgRNA_22024399.22024900
p14.dialup	sgRNA_22024935.22025519
p14.dialup	sgRNA_22026676.22027216
p14.dialup	sgRNA_22030026.22030603
p14.dialup	sgRNA_22031727.22032006
p14.dialup	sgRNA_22032041.22032331
p14.dialup	sgRNA_22032980.22033516
p14.dialup	sgRNA_22035585.22035946
p14.dialup	sgRNA_22037288.22037595
p14.dialup	sgRNA_22037947.22038388
p14.dialup	sgRNA_22039302.22039598
p14.dialup	sgRNA_22040763.22041162
p14.dialup	sgRNA_22041786.22042153
p14.dialup	sgRNA_22043926.22044126
p14.dialup	sgRNA_22044591.22044945
p14.dialup	sgRNA_22049453.22049789
p14.dialup	sgRNA_22050387.22050900
p14.dialup	sgRNA_22052069.22053048
p14.dialup	sgRNA_22053682.22054045
p14.dialup	sgRNA_22054180.22054370
p14.dialup	sgRNA_22054599.22054753
p14.dialup	sgRNA_22055098.22055526
p14.dialup	sgRNA_22056244.22056527
p14.dialup	sgRNA_22059886.22060152
p14.dialup	sgRNA_22062048.22062204
p14.dialup	sgRNA_22064992.22065795
p14.dialup	sgRNA_22066070.22068679
p14.dialup	sgRNA_22075783.22076079
p14.dialup	sgRNA_22078077.22078428
p14.dialup	sgRNA_22078478.22078659
p14.dialup	sgRNA_22079897.22080362
p14.dialup	sgRNA_22083329.22083491
p14.dialup	sgRNA_22084660.22085153
p14.dialup	sgRNA_22088687.22089037
p14.dialup	sgRNA_22097733.22098066
p14.dialup	sgRNA_22098665.22099204
p14.dialup	sgRNA_22100742.22100978
p14.dialup	sgRNA_22102660.22103014
p14.dialup	sgRNA_22103197.22103638
p14.dialup	sgRNA_22107196.22107619
p14.dialup	sgRNA_22107679.22107951
p14.dialup	sgRNA_22108542.22108924
p14.dialup	sgRNA_22109107.22109299
p14.dialup	sgRNA_22110048.22110235
p14.dialup	sgRNA_22111189.22111552
p14.dialup	sgRNA_22111884.22112211
p14.dialup	sgRNA_22114639.22115733
p14.dialup	sgRNA_22117396.22117775
p14.dialup	sgRNA_22117784.22118022
p14.dialup	sgRNA_22118100.22118351
p14.dialup	sgRNA_22118558.22118792
p14.dialup	sgRNA_22119168.22119366
p14.dialup	sgRNA_22119639.22119853
p14.dialup	sgRNA_22120609.22120986
p14.dialup	sgRNA_22121333.22121499
p14.dialup	sgRNA_22124373.22124582
p14.dialup	sgRNA_22124598.22124976
p14.dialup	sgRNA_22125328.22125519
p14.dialup	sgRNA_22129183.22129538
p14.dialup	sgRNA_22136699.22137102
p14.dialup	sgRNA_22139099.22139306
p14.dialup	sgRNA_22141948.22142311
p14.dialup	sgRNA_22142693.22143075
p14.dialup	sgRNA_22144295.22144611
p14.dialup	sgRNA_22147840.22148133
p14.dialup	sgRNA_22148199.22148548
p14.dialup	sgRNA_22148828.22149225
p14.dialup	sgRNA_22152945.22153183
p14.dialup	sgRNA_22154472.22154754
p14.dialup	sgRNA_22154758.22154864
p14.dialup	sgRNA_22156679.22156971
p14.dialup	sgRNA_22157140.22157718
p14.dialup	sgRNA_22158341.22158535
p14.dialup	sgRNA_22158913.22159439
p14.dialup	sgRNA_22159596.22159962
p14.dialup	sgRNA_22165197.22165547
p14.dialup	sgRNA_22166049.22166427
p14.dialup	sgRNA_22167088.22167312
p14.dialup	sgRNA_22168991.22169151
p14.dialup	sgRNA_22169216.22169589
p14.dialup	sgRNA_22170179.22170509
p14.dialup	sgRNA_22171367.22171595
p14.dialup	sgRNA_22175988.22176348
p14.dialup	sgRNA_22176354.22176885
p14.dialup	sgRNA_22183781.22184020
p14.dialup	sgRNA_22186896.22187389
p14.dialup	sgRNA_22192993.22193454
p14.dialup	sgRNA_22197037.22197402
p14.dialup	sgRNA_22200329.22200669
p14.dialup	sgRNA_22201152.22201748
p14.dialup	sgRNA_22203607.22203994
p14.dialup	sgRNA_22204322.22204670
p14.dialup	sgRNA_22206899.22207239
p14.dialup	sgRNA_22208818.22209202
p14.dialup	sgRNA_22210299.22210642
p14.dialup	sgRNA_22210978.22211316
p14.dialup	sgRNA_22211647.22212006
p14.dialup	sgRNA_22212033.22212267
p14.dialup	sgRNA_22214099.22214353
p14.dialup	sgRNA_22214489.22215025
p14.dialup	sgRNA_22216796.22217209
p14.dialup	sgRNA_22228595.22228864
p14.dialup	sgRNA_22237537.22237902
p14.dialup	sgRNA_22237908.22238257
p14.dialup	sgRNA_22240607.22241123
p14.dialup	sgRNA_22244141.22244453
p14.dialup	sgRNA_22244669.22245061
p14.dialup	sgRNA_22256470.22256708
p14.dialup	sgRNA_22257028.22257383
p14.dialup	sgRNA_22257406.22257722
p16.dialup	sgRNA_21883622.21884011
p16.dialup	sgRNA_21889623.21890192
p16.dialup	sgRNA_21902048.21902508
p16.dialup	sgRNA_21903297.21903761
p16.dialup	sgRNA_21904489.21904691
p16.dialup	sgRNA_21904827.21905164
p16.dialup	sgRNA_21906895.21907254
p16.dialup	sgRNA_21919590.21919906
p16.dialup	sgRNA_21931517.21931760
p16.dialup	sgRNA_21933887.21934239
p16.dialup	sgRNA_21936083.21936630
p16.dialup	sgRNA_21949048.21949358
p16.dialup	sgRNA_21949747.21950002
p16.dialup	sgRNA_21950432.21950893
p16.dialup	sgRNA_21952893.21953162
p16.dialup	sgRNA_21955669.21956088
p16.dialup	sgRNA_21959853.21960015
p16.dialup	sgRNA_21961653.21961902
p16.dialup	sgRNA_21964186.21964500
p16.dialup	sgRNA_21964910.21965507
p16.dialup	sgRNA_21965574.21965827
p16.dialup	sgRNA_21967673.21968059
p16.dialup	sgRNA_21968332.21968667
p16.dialup	sgRNA_21970423.21970667
p16.dialup	sgRNA_21970669.21971071
p16.dialup	sgRNA_21971240.21971874
p16.dialup	sgRNA_21973546.21973929
p16.dialup	sgRNA_21974016.21974250
p16.dialup	sgRNA_21974382.21974628
p16.dialup	sgRNA_21974644.21975049
p16.dialup	sgRNA_21975050.21975381
p16.dialup	sgRNA_21975473.21975815
p16.dialup	sgRNA_21975838.21975990
p16.dialup	sgRNA_21976337.21976594
p16.dialup	sgRNA_21982447.21983001
p16.dialup	sgRNA_21983545.21983947
p16.dialup	sgRNA_21984590.21984842
p16.dialup	sgRNA_21986846.21987062
p16.dialup	sgRNA_21987490.21987738
p16.dialup	sgRNA_21988344.21989004
p16.dialup	sgRNA_21989448.21989770
p16.dialup	sgRNA_21989846.21990150
p16.dialup	sgRNA_21990239.21990463
p16.dialup	sgRNA_21991610.21991964
p16.dialup	sgRNA_21993497.21993792
p16.dialup	sgRNA_21993910.21994234
p16.dialup	sgRNA_21994286.21994909
p16.dialup	sgRNA_21994938.21995219
p16.dialup	sgRNA_21995566.21996214
p16.dialup	sgRNA_21996463.21997024
p16.dialup	sgRNA_21997856.21998917
p16.dialup	sgRNA_21999779.22000849
p16.dialup	sgRNA_22002098.22002371
p16.dialup	sgRNA_22003089.22003510
p16.dialup	sgRNA_22004994.22006412
p16.dialup	sgRNA_22007045.22007577
p16.dialup	sgRNA_22008685.22010033
p16.dialup	sgRNA_22010987.22011368
p16.dialup	sgRNA_22011678.22011875
p16.dialup	sgRNA_22012420.22012801
p16.dialup	sgRNA_22013364.22014150
p16.dialup	sgRNA_22017094.22017559
p16.dialup	sgRNA_22018778.22019211
p16.dialup	sgRNA_22024399.22024900
p16.dialup	sgRNA_22024935.22025519
p16.dialup	sgRNA_22026676.22027216
p16.dialup	sgRNA_22030026.22030603
p16.dialup	sgRNA_22031727.22032006
p16.dialup	sgRNA_22032041.22032331
p16.dialup	sgRNA_22032980.22033516
p16.dialup	sgRNA_22035585.22035946
p16.dialup	sgRNA_22037288.22037595
p16.dialup	sgRNA_22037947.22038388
p16.dialup	sgRNA_22039302.22039598
p16.dialup	sgRNA_22040763.22041162
p16.dialup	sgRNA_22041786.22042153
p16.dialup	sgRNA_22043926.22044126
p16.dialup	sgRNA_22044591.22044945
p16.dialup	sgRNA_22049453.22049789
p16.dialup	sgRNA_22050387.22050900
p16.dialup	sgRNA_22052069.22053048
p16.dialup	sgRNA_22053682.22054045
p16.dialup	sgRNA_22054180.22054370
p16.dialup	sgRNA_22054599.22054753
p16.dialup	sgRNA_22055098.22055526
p16.dialup	sgRNA_22056244.22056527
p16.dialup	sgRNA_22059886.22060152
p16.dialup	sgRNA_22062048.22062204
p16.dialup	sgRNA_22064992.22065795
p16.dialup	sgRNA_22066070.22068679
p16.dialup	sgRNA_22075783.22076079
p16.dialup	sgRNA_22078077.22078428
p16.dialup	sgRNA_22078478.22078659
p16.dialup	sgRNA_22079897.22080362
p16.dialup	sgRNA_22083329.22083491
p16.dialup	sgRNA_22084660.22085153
p16.dialup	sgRNA_22088687.22089037
p16.dialup	sgRNA_22097733.22098066
p16.dialup	sgRNA_22098665.22099204
p16.dialup	sgRNA_22100742.22100978
p16.dialup	sgRNA_22102660.22103014
p16.dialup	sgRNA_22103197.22103638
p16.dialup	sgRNA_22107196.22107619
p16.dialup	sgRNA_22107679.22107951
p16.dialup	sgRNA_22108542.22108924
p16.dialup	sgRNA_22109107.22109299
p16.dialup	sgRNA_22110048.22110235
p16.dialup	sgRNA_22111189.22111552
p16.dialup	sgRNA_22111884.22112211
p16.dialup	sgRNA_22114639.22115733
p16.dialup	sgRNA_22117396.22117775
p16.dialup	sgRNA_22117784.22118022
p16.dialup	sgRNA_22118100.22118351
p16.dialup	sgRNA_22118558.22118792
p16.dialup	sgRNA_22119168.22119366
p16.dialup	sgRNA_22119639.22119853
p16.dialup	sgRNA_22120609.22120986
p16.dialup	sgRNA_22121333.22121499
p16.dialup	sgRNA_22124373.22124582
p16.dialup	sgRNA_22124598.22124976
p16.dialup	sgRNA_22125328.22125519
p16.dialup	sgRNA_22129183.22129538
p16.dialup	sgRNA_22136699.22137102
p16.dialup	sgRNA_22139099.22139306
p16.dialup	sgRNA_22141948.22142311
p16.dialup	sgRNA_22142693.22143075
p16.dialup	sgRNA_22144295.22144611
p16.dialup	sgRNA_22147840.22148133
p16.dialup	sgRNA_22148199.22148548
p16.dialup	sgRNA_22148828.22149225
p16.dialup	sgRNA_22152945.22153183
p16.dialup	sgRNA_22154472.22154754
p16.dialup	sgRNA_22154758.22154864
p16.dialup	sgRNA_22156679.22156971
p16.dialup	sgRNA_22157140.22157718
p16.dialup	sgRNA_22158341.22158535
p16.dialup	sgRNA_22158913.22159439
p16.dialup	sgRNA_22159596.22159962
p16.dialup	sgRNA_22165197.22165547
p16.dialup	sgRNA_22166049.22166427
p16.dialup	sgRNA_22167088.22167312
p16.dialup	sgRNA_22168991.22169151
p16.dialup	sgRNA_22169216.22169589
p16.dialup	sgRNA_22170179.22170509
p16.dialup	sgRNA_22171367.22171595
p16.dialup	sgRNA_22175988.22176348
p16.dialup	sgRNA_22176354.22176885
p16.dialup	sgRNA_22183781.22184020
p16.dialup	sgRNA_22186896.22187389
p16.dialup	sgRNA_22192993.22193454
p16.dialup	sgRNA_22197037.22197402
p16.dialup	sgRNA_22200329.22200669
p16.dialup	sgRNA_22201152.22201748
p16.dialup	sgRNA_22203607.22203994
p16.dialup	sgRNA_22204322.22204670
p16.dialup	sgRNA_22206899.22207239
p16.dialup	sgRNA_22208818.22209202
p16.dialup	sgRNA_22210299.22210642
p16.dialup	sgRNA_22210978.22211316
p16.dialup	sgRNA_22211647.22212006
p16.dialup	sgRNA_22212033.22212267
p16.dialup	sgRNA_22214099.22214353
p16.dialup	sgRNA_22214489.22215025
p16.dialup	sgRNA_22216796.22217209
p16.dialup	sgRNA_22228595.22228864
p16.dialup	sgRNA_22237537.22237902
p16.dialup	sgRNA_22237908.22238257
p16.dialup	sgRNA_22240607.22241123
p16.dialup	sgRNA_22244141.22244453
p16.dialup	sgRNA_22244669.22245061
p16.dialup	sgRNA_22256470.22256708
p16.dialup	sgRNA_22257028.22257383
p16.dialup	sgRNA_22257406.22257722
